"","player","year","RVORP","PVORP","win","DVORP"
"1","olajuha01",1990,6.16585365853659,4.9,FALSE,-1.26585365853659
"2","thorpot01",1990,2.03048780487805,3.6,FALSE,1.56951219512195
"3","johnsbu01",1990,1.00975609756098,0.525,FALSE,-0.48475609756098
"4","floydsl01",1990,1.70853658536585,4.325,FALSE,2.61646341463415
"5","bowiean01",1990,-0.159090909090909,-0.75,FALSE,-0.590909090909091
"6","smithla01",1990,0.0918918918918919,0.75,FALSE,0.658108108108108
"7","wiggimi01",1990,1.25757575757576,-0.7,FALSE,-1.95757575757576
"8","caldwad01",1990,-0.272549019607843,0,FALSE,0.272549019607843
"9","woodsmi01",1990,-0.716393442622951,0.1,FALSE,0.816393442622951
"10","mccorti01",1990,-1.05,-0.7,FALSE,0.35
"11","maxweve01",1990,0.71,-0.1,FALSE,-0.81
"12","olajuha01",1991,6.25178571428571,8.03333333333333,FALSE,1.78154761904762
"13","thorpot01",1991,2.48780487804878,3.1,FALSE,0.61219512195122
"14","johnsbu01",1991,0.798630136986301,-1.23333333333333,FALSE,-2.03196347031963
"15","floydsl01",1991,1.46829268292683,-2.46666666666667,FALSE,-3.9349593495935
"16","smithla01",1991,0.495061728395062,-0.533333333333333,FALSE,-1.0283950617284
"17","maxweve01",1991,1.87073170731707,0.933333333333333,FALSE,-0.937398373983737
"18","smithke01",1991,3.51025641025641,5.26666666666667,FALSE,1.75641025641026
"19","woodda01",1991,0.114634146341463,1.2,FALSE,1.08536585365854
"20","jamerda01",1991,-0.186486486486486,2.45,FALSE,2.63648648648649
"21","olajuha01",1993,7.78170731707317,9.86666666666667,FALSE,2.0849593495935
"22","thorpot01",1993,0.834722222222222,3.33333333333333,FALSE,2.49861111111111
"23","floydsl01",1993,-0.126923076923077,-1.21428571428571,FALSE,-1.08736263736263
"24","maxweve01",1993,1.26478873239437,0.577777777777778,FALSE,-0.687010954616592
"25","smithke01",1993,2.53170731707317,1.85833333333333,FALSE,-0.67337398373984
"26","horryro01",1993,0.831645569620253,2.925,FALSE,2.09335443037975
"27","bullama01",1993,0.870886075949367,1.99166666666667,FALSE,1.1207805907173
"28","herreca01",1993,0.176543209876543,-2.18333333333333,FALSE,-2.35987654320987
"29","brooksc01",1993,1.04878048780488,-0.491666666666667,FALSE,-1.54044715447155
"30","rollitr01",1993,-0.376190476190476,-0.283333333333333,FALSE,0.092857142857143
"31","garlawi01",1993,-0.142424242424242,-0.375,FALSE,-0.232575757575758
"32","teaglte01",1993,-2.45,-1.28,FALSE,1.17
"33","olajuha01",1994,7.50125,9.39565217391304,TRUE,1.89440217391304
"34","thorpot01",1994,1.70243902439024,1.48695652173913,TRUE,-0.21548250265111
"35","maxweve01",1994,1.264,-0.939130434782609,TRUE,-2.20313043478261
"36","smithke01",1994,1.27820512820513,2.1304347826087,TRUE,0.85222965440357
"37","horryro01",1994,2.55061728395062,4.92608695652174,TRUE,2.37546967257112
"38","bullama01",1994,0.0538461538461538,-0.41,TRUE,-0.463846153846154
"39","herreca01",1994,-0.581333333333333,-0.11875,TRUE,0.462583333333333
"40","brooksc01",1994,0.665753424657534,0.82,TRUE,0.154246575342466
"41","eliema01",1994,1.27014925373134,0.0739130434782608,TRUE,-1.19623621025308
"42","cassesa01",1994,0.445454545454545,1.65909090909091,TRUE,1.21363636363637
"43","jentch01",1994,-1.26666666666667,-0.327272727272727,TRUE,0.939393939393943
"44","curetea01",1994,-3.55,0.12,TRUE,3.67
"45","olajuha01",1995,6.07638888888889,6.48181818181818,TRUE,0.40542929292929
"46","maxweve01",1995,0.2078125,-6.1,TRUE,-6.3078125
"47","smithke01",1995,2.07407407407407,1.70454545454545,TRUE,-0.36952861952862
"48","horryro01",1995,2.7265625,5.16363636363636,TRUE,2.43707386363636
"49","herreca01",1995,-0.337704918032787,1.8,TRUE,2.13770491803279
"50","eliema01",1995,1.04691358024691,1.59545454545455,TRUE,0.54854096520764
"51","cassesa01",1995,1.07560975609756,1.65909090909091,TRUE,0.58348115299335
"52","tabakza01",1995,-0.654054054054054,-0.2875,TRUE,0.366554054054054
"53","chilcpe01",1995,-0.0911764705882353,0.775,TRUE,0.866176470588235
"54","brownch01",1995,-0.146341463414634,-0.947619047619048,TRUE,-0.801277584204414
"55","drexlcl01",1995,5.36857142857143,5.65454545454545,TRUE,0.28597402597402
"56","jonesch01",1995,-1.23333333333333,-1.07368421052632,TRUE,0.15964912280701
"57","olajuha01",1996,5.52638888888889,4.3125,FALSE,-1.21388888888889
"58","smithke01",1996,0.214705882352941,2.3,FALSE,2.08529411764706
"59","horryro01",1996,3.29014084507042,5.0125,FALSE,1.72235915492958
"60","eliema01",1996,2.11777777777778,1,FALSE,-1.11777777777778
"61","cassesa01",1996,1.34590163934426,-1.0875,FALSE,-2.43340163934426
"62","chilcpe01",1996,0.166216216216216,-3.2,FALSE,-3.36621621621622
"63","brownch01",1996,0.196341463414634,0.1125,FALSE,-0.083841463414634
"64","drexlcl01",1996,4.71923076923077,4.5375,FALSE,-0.181730769230771
"65","jonesch01",1996,-0.0260869565217391,-0.466666666666667,FALSE,-0.440579710144928
"66","recasel01",1996,0.522222222222222,-2.8,FALSE,-3.32222222222222
"67","bryanma01",1996,-0.76056338028169,0.3875,FALSE,1.14806338028169
"68","macksa01",1996,0.270967741935484,-0.683333333333333,FALSE,-0.954301075268817
"69","olajuha01",1997,4.12820512820513,9.13125,FALSE,5.00304487179487
"70","bullama01",1997,0.514084507042254,2.35,FALSE,1.83591549295775
"71","eliema01",1997,2.54358974358974,2.23125,FALSE,-0.31233974358974
"72","drexlcl01",1997,5.17258064516129,4.95625,FALSE,-0.21633064516129
"73","jonesch01",1997,0.141666666666667,1,FALSE,0.858333333333333
"74","willike02",1997,-0.768,-1.5625,FALSE,-0.7945
"75","malonma01",1997,1.27317073170732,-0.0875000000000001,FALSE,-1.36067073170732
"76","harriot01",1997,-0.840350877192982,0.0428571428571429,FALSE,0.883208020050125
"77","livinra01",1997,-0.521875,0.85,FALSE,1.371875
"78","barklch01",1997,6.00566037735849,4.13125,FALSE,-1.87441037735849
"79","johnsed03",1997,0.520833333333333,0.3125,FALSE,-0.208333333333333
"80","threase01",1997,-0.252380952380952,0.86875,FALSE,1.12113095238095
"81","olajuha01",1998,3.63191489361702,4.86,FALSE,1.22808510638298
"82","bullama01",1998,1.18358208955224,0.84,FALSE,-0.34358208955224
"83","eliema01",1998,0.945205479452055,-0.6,FALSE,-1.54520547945206
"84","drexlcl01",1998,3.90142857142857,2.96,FALSE,-0.94142857142857
"85","jonesch01",1998,-0.141666666666667,0.125,FALSE,0.266666666666667
"86","willike02",1998,0.00740740740740742,0.18,FALSE,0.172592592592593
"87","malonma01",1998,0.0948717948717949,0.74,FALSE,0.645128205128205
"88","harriot01",1998,-0.498275862068966,1.96666666666667,FALSE,2.46494252873564
"89","barklch01",1998,3.25588235294118,1.375,FALSE,-1.88088235294118
"90","johnsed03",1998,0.00266666666666669,-0.92,FALSE,-0.922666666666667
"91","pricebr01",1998,0.0180555555555556,-0.22,FALSE,-0.238055555555556
"92","rhodero01",1998,-1.30344827586207,0.766666666666667,FALSE,2.07011494252874
"93","olajuha01",1999,3.836,-0.975,FALSE,-4.811
"94","bullama01",1999,0.141463414634146,2.3,FALSE,2.15853658536585
"95","macksa01",1999,2.24,1.25,FALSE,-0.99
"96","harriot01",1999,-0.65609756097561,1.125,FALSE,1.78109756097561
"97","barklch01",1999,4.87619047619048,8.025,FALSE,3.14880952380952
"98","pricebr01",1999,0.9925,2.475,FALSE,1.4825
"99","pippesc01",1999,3.75,4.225,FALSE,0.475
"100","drewbr01",1999,-0.917647058823529,1.7,FALSE,2.61764705882353
"101","dickemi01",1999,-0.038,-1.675,FALSE,-1.637
"102","moblecu01",1999,0.602040816326531,1.225,FALSE,0.622959183673469
"103","roberst01",1999,-1.18333333333333,-1.7,FALSE,-0.51666666666667
"104","carran01",1999,-0.672222222222222,-2.3,FALSE,-1.62777777777778
